codigo_producto,descripcion,stock_actual,dias_con_ventas,venta_promedio_diaria,dias_inventario_disponible,alerta_stock
725515179735,ENERGIZANTE MR BUBBLE 250ML,23.0,20,1.74,13.21,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,28.0,22,1.74,16.07,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,21.0,22,1.29,16.34,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,25.0,26,1.36,18.44,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,30.0,27,1.72,17.49,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,46.0,20,1.48,30.99,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,24.0,19,1.62,14.79,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,43.0,22,1.52,28.26,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,42.0,27,1.43,29.46,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,48.0,26,1.32,36.25,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,46.0,28,1.76,26.18,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,49.0,27,1.68,29.19,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,42.0,25,1.18,35.64,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,37.0,26,1.08,34.14,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,49.0,17,1.08,45.34,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,41.0,18,1.45,28.22,BAJO
731342889773,CABLE JACK 3.5MM 1MT,27.0,20,1.25,21.58,BAJO
731342889773,CABLE JACK 3.5MM 1MT,50.0,19,1.37,36.51,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,34.0,16,1.41,24.19,BAJO
731342889773,CABLE JACK 3.5MM 1MT,45.0,17,1.09,41.29,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,44.0,18,1.08,40.85,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,37.0,17,1.26,29.46,BAJO
731342889773,CABLE JACK 3.5MM 1MT,40.0,21,1.11,35.94,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,36.0,21,1.18,30.45,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,45.0,16,1.3,34.67,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,44.0,21,1.38,31.79,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,26.0,16,1.33,19.61,BAJO
731342889773,CABLE JACK 3.5MM 1MT,30.0,20,1.55,19.35,BAJO
731342889773,CABLE JACK 3.5MM 1MT,30.0,23,1.19,25.15,BAJO
731342889773,CABLE JACK 3.5MM 1MT,44.0,19,1.28,34.46,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,24.0,22,1.3,18.45,BAJO
731342889773,CABLE JACK 3.5MM 1MT,37.0,17,1.09,33.9,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,26.0,22,1.13,23.01,BAJO
731342889773,CABLE JACK 3.5MM 1MT,24.0,21,1.61,14.87,BAJO
731342889773,CABLE JACK 3.5MM 1MT,20.0,21,1.01,19.72,BAJO
731342889773,CABLE JACK 3.5MM 1MT,25.0,16,1.34,18.72,BAJO
731342889773,CABLE JACK 3.5MM 1MT,48.0,17,1.42,33.77,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,24.0,23,1.1,21.75,BAJO
731342889773,CABLE JACK 3.5MM 1MT,26.0,18,1.49,17.47,BAJO
731342889773,CABLE JACK 3.5MM 1MT,34.0,22,1.21,28.15,BAJO
731342889773,CABLE JACK 3.5MM 1MT,42.0,18,1.01,41.46,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,44.0,19,1.67,26.37,BAJO
731342889773,CABLE JACK 3.5MM 1MT,40.0,16,1.08,37.1,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,21.0,19,1.16,18.09,BAJO
731342889773,CABLE JACK 3.5MM 1MT,50.0,20,1.62,30.89,NORMAL
731342889773,CABLE JACK 3.5MM 1MT,12.0,23,1.28,8.97,BAJO
731342889773,CABLE JACK 3.5MM 1MT,29.0,22,1.18,24.5,BAJO
731342889773,CABLE JACK 3.5MM 1MT,27.0,18,1.13,23.97,BAJO
731342889773,CABLE JACK 3.5MM 1MT,38.0,20,1.68,22.62,BAJO
731342889773,CABLE JACK 3.5MM 1MT,22.0,23,1.55,14.16,BAJO
737328112719,PALITOS SALADOS 100G,151.0,8,1.36,111.5,EXCESO
737328112719,PALITOS SALADOS 100G,109.0,9,1.4,77.91,NORMAL
737328112719,PALITOS SALADOS 100G,64.0,7,1.51,42.29,NORMAL
737328112719,PALITOS SALADOS 100G,24.0,9,1.18,20.37,BAJO
737328112719,PALITOS SALADOS 100G,24.0,10,1.29,18.67,BAJO
737328112719,PALITOS SALADOS 100G,27.0,8,1.27,21.23,BAJO
737328112719,PALITOS SALADOS 100G,43.0,9,1.46,29.46,BAJO
737328112719,PALITOS SALADOS 100G,34.0,8,1.48,22.94,BAJO
737328112719,PALITOS SALADOS 100G,38.0,9,1.39,27.44,BAJO
737328112719,PALITOS SALADOS 100G,32.0,10,1.47,21.82,BAJO
737328112719,PALITOS SALADOS 100G,18.0,7,1.12,16.08,BAJO
737328112719,PALITOS SALADOS 100G,39.0,10,1.31,29.81,BAJO
737328112719,PALITOS SALADOS 100G,26.0,8,0.92,28.27,BAJO
737328112719,PALITOS SALADOS 100G,33.0,7,1.22,26.99,BAJO
737328112719,PALITOS SALADOS 100G,21.0,9,1.2,17.43,BAJO
737328112719,PALITOS SALADOS 100G,36.0,9,1.15,31.42,NORMAL
737328112719,PALITOS SALADOS 100G,19.0,9,1.45,13.13,BAJO
737328112719,PALITOS SALADOS 100G,30.0,8,1.01,29.75,BAJO
737328112719,PALITOS SALADOS 100G,25.0,7,1.16,21.5,BAJO
737328112719,PALITOS SALADOS 100G,33.0,7,1.07,30.92,NORMAL
737328112719,PALITOS SALADOS 100G,40.0,7,0.96,41.46,NORMAL
737328112719,PALITOS SALADOS 100G,43.0,8,1.0,43.07,NORMAL
737328112719,PALITOS SALADOS 100G,44.0,10,1.38,31.99,NORMAL
737328112719,PALITOS SALADOS 100G,34.0,10,1.26,26.98,BAJO
737328112719,PALITOS SALADOS 100G,30.0,8,1.21,24.87,BAJO
737328112719,PALITOS SALADOS 100G,45.0,9,1.35,33.32,NORMAL
737328112719,PALITOS SALADOS 100G,15.0,7,1.0,15.08,BAJO
737328112719,PALITOS SALADOS 100G,33.0,7,1.32,25.09,BAJO
737328112719,PALITOS SALADOS 100G,27.0,10,1.05,25.78,BAJO
737328112719,PALITOS SALADOS 100G,27.0,8,1.06,25.45,BAJO
737328112719,PALITOS SALADOS 100G,34.0,10,1.46,23.22,BAJO
737328112719,PALITOS SALADOS 100G,23.0,8,1.06,21.63,BAJO
737328112719,PALITOS SALADOS 100G,32.0,9,1.17,27.36,BAJO
737328112719,PALITOS SALADOS 100G,43.0,10,1.41,30.58,NORMAL
737328112719,PALITOS SALADOS 100G,30.0,10,0.92,32.5,NORMAL
737328112719,PALITOS SALADOS 100G,43.0,8,1.39,30.98,NORMAL
743543068824,CARGADOR USB 2.4A,58.0,24,1.89,30.69,NORMAL
743543068824,CARGADOR USB 2.4A,58.0,26,1.62,35.72,NORMAL
743543068824,CARGADOR USB 2.4A,30.0,24,1.43,21.05,BAJO
743543068824,CARGADOR USB 2.4A,42.0,30,1.66,25.35,BAJO
743543068824,CARGADOR USB 2.4A,36.0,30,1.59,22.71,BAJO
743543068824,CARGADOR USB 2.4A,32.0,32,1.37,23.44,BAJO
743543068824,CARGADOR USB 2.4A,48.0,32,1.34,35.94,NORMAL
743543068824,CARGADOR USB 2.4A,37.0,30,1.57,23.6,BAJO
743543068824,CARGADOR USB 2.4A,33.0,28,1.66,19.92,BAJO
743543068824,CARGADOR USB 2.4A,55.0,25,1.43,38.54,NORMAL
743543068824,CARGADOR USB 2.4A,38.0,26,2.14,17.76,BAJO
743543068824,CARGADOR USB 2.4A,32.0,32,1.57,20.33,BAJO
743543068824,CARGADOR USB 2.4A,60.0,31,2.03,29.52,BAJO
743543068824,CARGADOR USB 2.4A,19.0,25,1.38,13.47,BAJO
743543068824,CARGADOR USB 2.4A,38.0,31,1.34,28.29,BAJO
743543068824,CARGADOR USB 2.4A,53.0,31,1.5,35.31,NORMAL
743543068824,CARGADOR USB 2.4A,39.0,30,1.84,21.23,BAJO
743543068824,CARGADOR USB 2.4A,50.0,30,1.77,28.24,BAJO
743543068824,CARGADOR USB 2.4A,50.0,22,1.72,29.08,BAJO
743543068824,CARGADOR USB 2.4A,54.0,22,1.83,29.49,BAJO
743543068824,CARGADOR USB 2.4A,41.0,32,1.31,31.19,NORMAL
743543068824,CARGADOR USB 2.4A,55.0,31,1.94,28.34,BAJO
743543068824,CARGADOR USB 2.4A,50.0,30,1.77,28.33,BAJO
743543068824,CARGADOR USB 2.4A,61.0,28,2.18,27.97,BAJO
743543068824,CARGADOR USB 2.4A,55.0,27,2.13,25.83,BAJO
743543068824,CARGADOR USB 2.4A,31.0,23,1.76,17.65,BAJO
743543068824,CARGADOR USB 2.4A,36.0,25,1.47,24.41,BAJO
743543068824,CARGADOR USB 2.4A,44.0,28,1.76,24.97,BAJO
743543068824,CARGADOR USB 2.4A,54.0,26,1.4,38.62,NORMAL
743543068824,CARGADOR USB 2.4A,29.0,32,2.01,14.45,BAJO
743543068824,CARGADOR USB 2.4A,30.0,27,1.36,22.09,BAJO
743543068824,CARGADOR USB 2.4A,33.0,23,1.99,16.6,BAJO
743543068824,CARGADOR USB 2.4A,32.0,28,2.07,15.48,BAJO
743543068824,CARGADOR USB 2.4A,58.0,28,1.49,38.91,NORMAL
743543068824,CARGADOR USB 2.4A,18.0,26,1.32,13.93,BAJO
743543068824,CARGADOR USB 2.4A,52.0,32,2.08,25.02,BAJO
743752337768,BEBIDA COCA COLA 500ML,79.0,15,1.68,47.16,NORMAL
743752337768,BEBIDA COCA COLA 500ML,49.0,18,1.8,27.15,BAJO
743752337768,BEBIDA COCA COLA 500ML,52.0,17,1.99,26.12,BAJO
743752337768,BEBIDA COCA COLA 500ML,35.0,15,1.6,21.94,BAJO
743752337768,BEBIDA COCA COLA 500ML,58.0,13,2.01,28.88,BAJO
743752337768,BEBIDA COCA COLA 500ML,52.0,17,1.94,26.76,BAJO
743752337768,BEBIDA COCA COLA 500ML,34.0,13,1.95,17.45,BAJO
743752337768,BEBIDA COCA COLA 500ML,53.0,18,1.43,37.0,NORMAL
743752337768,BEBIDA COCA COLA 500ML,45.0,17,1.72,26.13,BAJO
743752337768,BEBIDA COCA COLA 500ML,53.0,15,1.31,40.45,NORMAL
743752337768,BEBIDA COCA COLA 500ML,37.0,18,1.28,29.0,BAJO
743752337768,BEBIDA COCA COLA 500ML,52.0,15,1.76,29.61,BAJO
743752337768,BEBIDA COCA COLA 500ML,47.0,17,1.89,24.81,BAJO
743752337768,BEBIDA COCA COLA 500ML,36.0,13,1.78,20.19,BAJO
743752337768,BEBIDA COCA COLA 500ML,36.0,13,1.92,18.77,BAJO
743752337768,BEBIDA COCA COLA 500ML,24.0,16,1.51,15.89,BAJO
743752337768,BEBIDA COCA COLA 500ML,55.0,16,1.35,40.81,NORMAL
743752337768,BEBIDA COCA COLA 500ML,59.0,13,1.83,32.26,NORMAL
743752337768,BEBIDA COCA COLA 500ML,44.0,16,1.76,25.04,BAJO
743752337768,BEBIDA COCA COLA 500ML,47.0,16,1.36,34.48,NORMAL
743752337768,BEBIDA COCA COLA 500ML,51.0,14,1.38,36.87,NORMAL
743752337768,BEBIDA COCA COLA 500ML,50.0,13,1.58,31.67,NORMAL
743752337768,BEBIDA COCA COLA 500ML,12.0,18,1.28,9.15,BAJO
743752337768,BEBIDA COCA COLA 500ML,48.0,15,1.95,24.68,BAJO
743752337768,BEBIDA COCA COLA 500ML,32.0,18,1.79,17.86,BAJO
743752337768,BEBIDA COCA COLA 500ML,44.0,15,1.82,24.23,BAJO
743752337768,BEBIDA COCA COLA 500ML,52.0,18,1.38,37.81,NORMAL
743752337768,BEBIDA COCA COLA 500ML,45.0,18,1.44,31.33,NORMAL
743752337768,BEBIDA COCA COLA 500ML,38.0,14,1.88,20.2,BAJO
743752337768,BEBIDA COCA COLA 500ML,27.0,15,1.65,16.4,BAJO
743752337768,BEBIDA COCA COLA 500ML,46.0,17,1.91,24.14,BAJO
743752337768,BEBIDA COCA COLA 500ML,47.0,13,1.74,27.02,BAJO
743752337768,BEBIDA COCA COLA 500ML,42.0,19,1.96,21.43,BAJO
743752337768,BEBIDA COCA COLA 500ML,49.0,16,1.76,27.81,BAJO
743752337768,BEBIDA COCA COLA 500ML,12.0,17,1.25,9.24,BAJO
743752337768,BEBIDA COCA COLA 500ML,39.0,13,1.9,20.54,BAJO
753061660635,GOMA DE MASCAR 5UN,33.0,10,2.0,16.53,BAJO
753061660635,GOMA DE MASCAR 5UN,56.0,10,1.3,43.21,NORMAL
753061660635,GOMA DE MASCAR 5UN,28.0,9,1.78,15.69,BAJO
753061660635,GOMA DE MASCAR 5UN,47.0,11,1.97,23.84,BAJO
753061660635,GOMA DE MASCAR 5UN,58.0,10,1.41,41.12,NORMAL
753061660635,GOMA DE MASCAR 5UN,38.0,10,1.71,22.21,BAJO
753061660635,GOMA DE MASCAR 5UN,58.0,8,1.65,35.2,NORMAL
753061660635,GOMA DE MASCAR 5UN,44.0,9,1.62,27.17,BAJO
753061660635,GOMA DE MASCAR 5UN,58.0,8,1.97,29.37,BAJO
753061660635,GOMA DE MASCAR 5UN,47.0,11,1.31,35.8,NORMAL
753061660635,GOMA DE MASCAR 5UN,42.0,11,1.33,31.57,NORMAL
753061660635,GOMA DE MASCAR 5UN,36.0,8,1.84,19.57,BAJO
753061660635,GOMA DE MASCAR 5UN,52.0,10,1.4,37.22,NORMAL
753061660635,GOMA DE MASCAR 5UN,34.0,10,1.73,19.66,BAJO
753061660635,GOMA DE MASCAR 5UN,33.0,9,1.39,23.8,BAJO
753061660635,GOMA DE MASCAR 5UN,45.0,10,1.69,26.7,BAJO
753061660635,GOMA DE MASCAR 5UN,46.0,9,1.42,32.49,NORMAL
753061660635,GOMA DE MASCAR 5UN,56.0,8,1.33,42.08,NORMAL
753061660635,GOMA DE MASCAR 5UN,42.0,8,1.91,21.95,BAJO
753061660635,GOMA DE MASCAR 5UN,42.0,10,1.49,28.11,BAJO
753061660635,GOMA DE MASCAR 5UN,41.0,11,1.3,31.52,NORMAL
753061660635,GOMA DE MASCAR 5UN,36.0,8,1.73,20.82,BAJO
753061660635,GOMA DE MASCAR 5UN,41.0,11,1.84,22.24,BAJO
753061660635,GOMA DE MASCAR 5UN,42.0,10,1.44,29.12,BAJO
753061660635,GOMA DE MASCAR 5UN,49.0,10,1.48,33.21,NORMAL
753061660635,GOMA DE MASCAR 5UN,50.0,10,1.32,37.75,NORMAL
753061660635,GOMA DE MASCAR 5UN,37.0,11,1.88,19.73,BAJO
753061660635,GOMA DE MASCAR 5UN,30.0,11,1.28,23.36,BAJO
753061660635,GOMA DE MASCAR 5UN,53.0,9,1.48,35.83,NORMAL
753061660635,GOMA DE MASCAR 5UN,49.0,11,1.84,26.63,BAJO
753061660635,GOMA DE MASCAR 5UN,34.0,11,1.87,18.22,BAJO
753061660635,GOMA DE MASCAR 5UN,33.0,9,1.38,23.94,BAJO
753061660635,GOMA DE MASCAR 5UN,26.0,11,1.35,19.33,BAJO
753061660635,GOMA DE MASCAR 5UN,51.0,8,1.32,38.72,NORMAL
753061660635,GOMA DE MASCAR 5UN,27.0,9,1.4,19.24,BAJO
753061660635,GOMA DE MASCAR 5UN,30.0,11,1.67,18.0,BAJO
753619764384,PARAGUAS TRANSPARENTE,17.0,9,1.84,9.04,BAJO
753619764384,PARAGUAS TRANSPARENTE,41.0,8,1.64,24.98,BAJO
753619764384,PARAGUAS TRANSPARENTE,49.0,10,1.92,25.59,BAJO
753619764384,PARAGUAS TRANSPARENTE,34.0,7,1.5,22.61,BAJO
753619764384,PARAGUAS TRANSPARENTE,34.0,8,1.79,18.94,BAJO
753619764384,PARAGUAS TRANSPARENTE,37.0,9,1.63,22.64,BAJO
753619764384,PARAGUAS TRANSPARENTE,47.0,7,2.09,22.45,BAJO
753619764384,PARAGUAS TRANSPARENTE,30.0,10,1.36,22.07,BAJO
753619764384,PARAGUAS TRANSPARENTE,28.0,9,1.74,16.12,BAJO
753619764384,PARAGUAS TRANSPARENTE,55.0,8,1.45,37.89,NORMAL
753619764384,PARAGUAS TRANSPARENTE,28.0,10,1.62,17.25,BAJO
753619764384,PARAGUAS TRANSPARENTE,44.0,8,1.48,29.78,BAJO
753619764384,PARAGUAS TRANSPARENTE,47.0,10,2.19,21.47,BAJO
753619764384,PARAGUAS TRANSPARENTE,59.0,7,1.96,30.15,NORMAL
753619764384,PARAGUAS TRANSPARENTE,44.0,10,1.68,26.13,BAJO
753619764384,PARAGUAS TRANSPARENTE,45.0,10,1.48,30.38,NORMAL
753619764384,PARAGUAS TRANSPARENTE,43.0,8,1.91,22.52,BAJO
753619764384,PARAGUAS TRANSPARENTE,63.0,8,1.5,42.1,NORMAL
753619764384,PARAGUAS TRANSPARENTE,39.0,9,2.02,19.34,BAJO
753619764384,PARAGUAS TRANSPARENTE,46.0,10,1.65,27.86,BAJO
753619764384,PARAGUAS TRANSPARENTE,37.0,10,1.38,26.78,BAJO
753619764384,PARAGUAS TRANSPARENTE,30.0,10,1.96,15.3,BAJO
753619764384,PARAGUAS TRANSPARENTE,60.0,9,2.01,29.86,BAJO
753619764384,PARAGUAS TRANSPARENTE,13.0,9,1.57,8.31,BAJO
753619764384,PARAGUAS TRANSPARENTE,42.0,7,1.35,31.01,NORMAL
753619764384,PARAGUAS TRANSPARENTE,63.0,10,1.51,41.83,NORMAL
753619764384,PARAGUAS TRANSPARENTE,17.0,8,1.53,11.19,BAJO
753619764384,PARAGUAS TRANSPARENTE,57.0,7,1.99,28.57,BAJO
753619764384,PARAGUAS TRANSPARENTE,53.0,10,2.1,25.2,BAJO
753619764384,PARAGUAS TRANSPARENTE,55.0,9,1.73,31.85,NORMAL
753619764384,PARAGUAS TRANSPARENTE,62.0,10,2.17,28.63,BAJO
753619764384,PARAGUAS TRANSPARENTE,55.0,9,2.05,26.81,BAJO
753619764384,PARAGUAS TRANSPARENTE,35.0,9,1.47,23.87,BAJO
753619764384,PARAGUAS TRANSPARENTE,28.0,7,2.15,13.0,BAJO
753619764384,PARAGUAS TRANSPARENTE,37.0,9,1.7,21.81,BAJO
753619764384,PARAGUAS TRANSPARENTE,53.0,10,1.73,30.58,NORMAL
757114722560,PASTEL DE MANJAR 80G,89.0,8,2.13,41.74,NORMAL
757114722560,PASTEL DE MANJAR 80G,43.0,10,2.09,20.58,BAJO
757114722560,PASTEL DE MANJAR 80G,50.0,10,1.38,36.35,NORMAL
757114722560,PASTEL DE MANJAR 80G,43.0,8,1.52,28.22,BAJO
757114722560,PASTEL DE MANJAR 80G,45.0,9,1.58,28.41,BAJO
757114722560,PASTEL DE MANJAR 80G,28.0,8,2.13,13.12,BAJO
757114722560,PASTEL DE MANJAR 80G,28.0,8,1.78,15.75,BAJO
757114722560,PASTEL DE MANJAR 80G,34.0,11,1.78,19.08,BAJO
757114722560,PASTEL DE MANJAR 80G,62.0,10,1.9,32.63,NORMAL
757114722560,PASTEL DE MANJAR 80G,60.0,10,2.06,29.08,BAJO
757114722560,PASTEL DE MANJAR 80G,63.0,8,1.63,38.6,NORMAL
757114722560,PASTEL DE MANJAR 80G,49.0,11,2.0,24.53,BAJO
757114722560,PASTEL DE MANJAR 80G,46.0,8,1.6,28.79,BAJO
757114722560,PASTEL DE MANJAR 80G,39.0,8,1.6,24.37,BAJO
757114722560,PASTEL DE MANJAR 80G,45.0,10,1.9,23.66,BAJO
757114722560,PASTEL DE MANJAR 80G,65.0,8,1.77,36.75,NORMAL
757114722560,PASTEL DE MANJAR 80G,46.0,11,2.14,21.5,BAJO
757114722560,PASTEL DE MANJAR 80G,61.0,8,1.62,37.65,NORMAL
757114722560,PASTEL DE MANJAR 80G,53.0,8,1.65,32.04,NORMAL
757114722560,PASTEL DE MANJAR 80G,52.0,11,1.55,33.61,NORMAL
757114722560,PASTEL DE MANJAR 80G,46.0,8,1.65,27.85,BAJO
757114722560,PASTEL DE MANJAR 80G,53.0,9,1.84,28.87,BAJO
757114722560,PASTEL DE MANJAR 80G,61.0,8,2.01,30.3,NORMAL
757114722560,PASTEL DE MANJAR 80G,44.0,9,1.6,27.46,BAJO
757114722560,PASTEL DE MANJAR 80G,58.0,9,1.94,29.86,BAJO
757114722560,PASTEL DE MANJAR 80G,27.0,8,1.77,15.25,BAJO
757114722560,PASTEL DE MANJAR 80G,56.0,10,1.44,38.97,NORMAL
757114722560,PASTEL DE MANJAR 80G,34.0,11,2.14,15.9,BAJO
757114722560,PASTEL DE MANJAR 80G,34.0,11,2.18,15.57,BAJO
757114722560,PASTEL DE MANJAR 80G,62.0,11,1.44,43.15,NORMAL
757114722560,PASTEL DE MANJAR 80G,51.0,11,1.9,26.79,BAJO
757114722560,PASTEL DE MANJAR 80G,48.0,11,2.05,23.37,BAJO
757114722560,PASTEL DE MANJAR 80G,47.0,8,2.24,20.99,BAJO
757114722560,PASTEL DE MANJAR 80G,47.0,9,1.44,32.67,NORMAL
757114722560,PASTEL DE MANJAR 80G,36.0,11,2.0,18.0,BAJO
757114722560,PASTEL DE MANJAR 80G,36.0,9,2.24,16.11,BAJO
759743227841,CABLE USB 1MT,32.0,17,1.39,22.95,BAJO
759743227841,CABLE USB 1MT,46.0,17,1.61,28.65,BAJO
759743227841,CABLE USB 1MT,25.0,13,1.29,19.43,BAJO
759743227841,CABLE USB 1MT,36.0,12,1.91,18.84,BAJO
759743227841,CABLE USB 1MT,36.0,12,1.63,22.1,BAJO
759743227841,CABLE USB 1MT,44.0,15,1.91,23.05,BAJO
759743227841,CABLE USB 1MT,43.0,15,1.47,29.21,BAJO
759743227841,CABLE USB 1MT,26.0,17,1.65,15.75,BAJO
759743227841,CABLE USB 1MT,59.0,14,1.66,35.56,NORMAL
759743227841,CABLE USB 1MT,41.0,12,1.89,21.67,BAJO
759743227841,CABLE USB 1MT,50.0,14,1.64,30.4,NORMAL
759743227841,CABLE USB 1MT,28.0,15,1.67,16.72,BAJO
759743227841,CABLE USB 1MT,54.0,12,1.43,37.8,NORMAL
759743227841,CABLE USB 1MT,24.0,14,1.5,16.04,BAJO
759743227841,CABLE USB 1MT,59.0,16,1.76,33.53,NORMAL
759743227841,CABLE USB 1MT,46.0,16,1.88,24.53,BAJO
759743227841,CABLE USB 1MT,26.0,16,1.28,20.39,BAJO
759743227841,CABLE USB 1MT,43.0,12,1.79,24.05,BAJO
759743227841,CABLE USB 1MT,27.0,15,1.35,20.03,BAJO
759743227841,CABLE USB 1MT,44.0,12,1.35,32.54,NORMAL
759743227841,CABLE USB 1MT,58.0,12,1.69,34.29,NORMAL
759743227841,CABLE USB 1MT,12.0,17,1.53,7.84,BAJO
759743227841,CABLE USB 1MT,34.0,15,1.48,22.96,BAJO
759743227841,CABLE USB 1MT,39.0,17,1.28,30.42,NORMAL
759743227841,CABLE USB 1MT,34.0,13,1.62,20.92,BAJO
759743227841,CABLE USB 1MT,30.0,13,1.36,22.1,BAJO
759743227841,CABLE USB 1MT,52.0,15,1.81,28.67,BAJO
759743227841,CABLE USB 1MT,58.0,16,1.81,32.02,NORMAL
759743227841,CABLE USB 1MT,26.0,14,1.86,13.97,BAJO
759743227841,CABLE USB 1MT,31.0,12,1.6,19.36,BAJO
759743227841,CABLE USB 1MT,48.0,12,1.76,27.31,BAJO
759743227841,CABLE USB 1MT,60.0,13,1.62,37.09,NORMAL
759743227841,CABLE USB 1MT,54.0,16,1.34,40.38,NORMAL
759743227841,CABLE USB 1MT,32.0,13,1.23,25.98,BAJO
759743227841,CABLE USB 1MT,31.0,15,1.28,24.18,BAJO
759743227841,CABLE USB 1MT,38.0,12,1.52,25.02,BAJO
769620372572,CHOCOLATE NESTLE 45G,52.0,29,1.42,36.55,NORMAL
769620372572,CHOCOLATE NESTLE 45G,27.0,38,1.3,20.8,BAJO
769620372572,CHOCOLATE NESTLE 45G,47.0,28,1.75,26.87,BAJO
769620372572,CHOCOLATE NESTLE 45G,28.0,26,1.64,17.1,BAJO
769620372572,CHOCOLATE NESTLE 45G,36.0,28,2.03,17.75,BAJO
769620372572,CHOCOLATE NESTLE 45G,25.0,32,1.99,12.58,BAJO
769620372572,CHOCOLATE NESTLE 45G,27.0,35,1.27,21.21,BAJO
769620372572,CHOCOLATE NESTLE 45G,24.0,29,1.57,15.31,BAJO
769620372572,CHOCOLATE NESTLE 45G,29.0,30,1.72,16.88,BAJO
769620372572,CHOCOLATE NESTLE 45G,34.0,27,2.07,16.45,BAJO
769620372572,CHOCOLATE NESTLE 45G,50.0,37,1.63,30.61,NORMAL
769620372572,CHOCOLATE NESTLE 45G,24.0,29,1.51,15.86,BAJO
769620372572,CHOCOLATE NESTLE 45G,31.0,29,2.03,15.3,BAJO
769620372572,CHOCOLATE NESTLE 45G,26.0,26,1.64,15.84,BAJO
769620372572,CHOCOLATE NESTLE 45G,36.0,34,1.97,18.27,BAJO
769620372572,CHOCOLATE NESTLE 45G,46.0,27,1.85,24.89,BAJO
769620372572,CHOCOLATE NESTLE 45G,40.0,33,1.71,23.39,BAJO
769620372572,CHOCOLATE NESTLE 45G,38.0,37,1.92,19.82,BAJO
769620372572,CHOCOLATE NESTLE 45G,46.0,27,1.84,24.96,BAJO
769620372572,CHOCOLATE NESTLE 45G,39.0,34,1.52,25.61,BAJO
769620372572,CHOCOLATE NESTLE 45G,36.0,37,1.48,24.34,BAJO
769620372572,CHOCOLATE NESTLE 45G,29.0,36,1.81,16.02,BAJO
769620372572,CHOCOLATE NESTLE 45G,38.0,33,1.75,21.71,BAJO
769620372572,CHOCOLATE NESTLE 45G,27.0,33,1.81,14.96,BAJO
769620372572,CHOCOLATE NESTLE 45G,56.0,30,1.25,44.73,NORMAL
769620372572,CHOCOLATE NESTLE 45G,18.0,34,1.25,14.67,BAJO
769620372572,CHOCOLATE NESTLE 45G,50.0,26,1.57,31.86,NORMAL
769620372572,CHOCOLATE NESTLE 45G,37.0,35,2.01,18.36,BAJO
769620372572,CHOCOLATE NESTLE 45G,55.0,30,1.7,32.35,NORMAL
769620372572,CHOCOLATE NESTLE 45G,43.0,26,1.71,25.13,BAJO
769620372572,CHOCOLATE NESTLE 45G,37.0,29,1.94,19.07,BAJO
769620372572,CHOCOLATE NESTLE 45G,52.0,36,1.62,32.13,NORMAL
769620372572,CHOCOLATE NESTLE 45G,40.0,31,1.26,31.64,NORMAL
769620372572,CHOCOLATE NESTLE 45G,56.0,25,1.38,40.48,NORMAL
769620372572,CHOCOLATE NESTLE 45G,44.0,25,1.62,27.18,BAJO
769620372572,CHOCOLATE NESTLE 45G,44.0,27,1.9,23.16,BAJO
769771202578,AGUA MINERAL 500ML,21.0,7,1.13,18.52,BAJO
769771202578,AGUA MINERAL 500ML,37.0,5,1.72,21.48,BAJO
769771202578,AGUA MINERAL 500ML,46.0,7,1.12,41.07,NORMAL
769771202578,AGUA MINERAL 500ML,31.0,6,1.64,18.96,BAJO
769771202578,AGUA MINERAL 500ML,51.0,7,1.68,30.32,NORMAL
769771202578,AGUA MINERAL 500ML,33.0,5,1.39,23.7,BAJO
769771202578,AGUA MINERAL 500ML,34.0,6,1.42,23.9,BAJO
769771202578,AGUA MINERAL 500ML,22.0,5,1.64,13.45,BAJO
769771202578,AGUA MINERAL 500ML,26.0,7,1.43,18.24,BAJO
769771202578,AGUA MINERAL 500ML,36.0,7,1.65,21.86,BAJO
